Code;Libelle;Type;Commune;Cours d'eau;Masse d'eau;
05199600;La Nive des Aldudes à l'amont immédiat de la Nive;STQ;Saint Martin d'Arrossa;La Nive des Aldudes;La Nive des Aldudes de sa source au confluent de la Nive;
10305X0356/P18;MAZERES-LEZONS - Section AC, parcelle 25;QZ;Mazères Lezons;;Alluvions du gave de Pau;
05151000;Le Tarnon à Florac;STQ;Florac 3 Rivières;Le Tarnon;Le Tarnon de sa source au confluent du Tarn;
05207150;Le Gave de Pau en amont du Gave d'Oloron;STQ;Sorde l'Abbaye;Gave de Pau;Le Gave de Pau du confluent du Clamondé (inclus) au confluent du Gave d'Oloron;
05095980;Le Ruisseau de la Daze au niveau d'Espeyrac;STQ;Espeyrac;Ruisseau de la Daze;La Daze de sa source au confluent du Lot;
05086270;Le Ruisseau de Saint-Léger à Dausse;STQ;Dausse;Ruisseau de Saint-Léger;Ruisseau de Saint-Léger;
08294X0009/P;SAUSSIGNAC - La Prade;QZ;Saussignac;;Alluvions de la Dordogne;
05057099;La Vézère au niveau d'Affieux;STQ;Affieux;La Vézère;La Vézère du lac des Bariousses au confluent de la Soudaine;
S1205023;Etang de Carcans-Hourtin;STQL;Hourtin;;Étang de Carcans-Hourtin;
05025030;Le Canal de la Seudre au niveau de Meursac;STQ;Meursac;Canal de la Seudre;;
05053975;La Corrèze en aval de l'agglomération de Tulle;STQ;Chameyrat;La Corrèze;La Corrèze du confluent de la Solane au confluent du Brauze (inclus);
05006895;Le Boillard au niveau de Taillebourg;STQ;Taillebourg;Le Boillard;Le Boillard;
10518X0016/ERH;Source d'AYGUELADE - Bielle;QZ;Bielle;;;
05173100;L'Ariège à Tarascon sur Ariège;STQ;Tarascon sur Ariège;l'Ariège;L'Ariège du confluent du Vicdessos (Soulcem) au barrage de Garrabet;
05113000;La Garonne en amont d'Agen;STQ;Boé;La Garonne;La Garonne du confluent du Gers au confluent du Lot;
05129900;Ruisseau de Magnanac à Villemur-sur-Tarn;STQ;Villemur sur Tarn;Ruisseau de Magnanac;Ruisseau de Magnanac;
09782X0013/F4;EYRES-MONCUBE - Forage ASA n°8;QZ;Eyres Moncube;;Calcaires du sommet du crétacé supérieur captif sud aquitain;
Q6045053;Lac d'Artouste;STQL;Laruns;;Lac d'Artouste;
05055550;La Corrèze à St-Yrieix-le-Dejalat;STQ;Saint Yrieix le Déjalat;La Corrèze;La Corrèze de sa source au confluent du Forgés (inclus);
05228350;L'Uby au niveau de Cazaubon;STQ;Cazaubon;l'Uby;L'Uby;
06608X0034/PUITS;ST FRAIGNE - Source de Moulin Neuf (Libre 113);QZ;Saint Fraigne;;Calcaires du jurassique supérieur du BV Charente secteurs hydro r0, r1, r2, r3, r5;
05050000;La Vézère à Thonac;STQ;Sergeac;La Vézère;La Vézère du confluent de l'Elle au confluent de la Dordogne;
09271X0003/F;BAUDIGNAN - F1 AEP - D6;QZ;Baudignan;;Calcaires et faluns de l'aquitanien-burdigalien (miocène) captif;
05204850;Le Vert à Oloron Ste Marie (quartier St Pée d'en Haut);STQ;Oloron Sainte Marie;Le Vert;Le Vert de sa source au confluent du Gave d'Oloron;
05091400;Le Célé au Pont des Aurières;STQ;Trioulou;Le Célé;Le Célé du confluent de la ressègue (incluse) au confluent du Veyre;
05164000;L'Ariège à Lacroix - Falgarde;STQ;Lacroix Falgarde;l'Ariège;L'Ariège du confluent de l'Hers vif au confluent de la Garonne;
05116530;La Garonne à Lafox;STQ;Lafox;La Garonne;La Garonne du confluent de la Barguelonne au confluent du Gers;
05089090;La Rauze en amont de Cours;STQ;Cours;La Rauze;La Rauze;
05106430;L'Osse au niveau de Sadeillan;STQ;Castex;l'Osse;L'Osse;
05064000;La Cère à Sansac;STQ;Sansac de Marmiesse;La Cère;La Cère du confluent de la Jordanne au barrage de Saint-étienne-Cantalès;
05068400;La Luzège en amont de Laval;STQ;Laval sur Luzège;La Luzège;La Luzège du confluent du Vianon au barrage du Chastang;
O2045033;retenue de Sainte Foy de Peyrollières II;STQL;Sainte Foy de Peyrolières;Ruisseau de la Saudrune;;
05015950;La Font-Noire en amont de la Touvre;STQ;Gond Pontouvre;La Fontaine Noire;La Fontaine Noire;
05023100;La Lizonne en aval de Bioussac;STQ;Bioussac;La Lizonne;La Lizonne;
05235065;L'Aule;STQ;Aurensan;l'Aule;L'Aule;
05068455;Le Ruisseau de goutte longue à Moustier Ventadour;STQ;Moustier Ventadour;Ruisseau du Moulin du Prieur;Ruisseau du Moulin du Prieur;
09267X0202/PZ1;ST-JULIEN-D'ARMAGNAC - Broustet;QZ;Saint Julien d'Armagnac;;Calcaires du jurassique moyen et supérieur captif;
05143000;Le Rance à Plaisance;STQ;Curvalle;Le Rance;Le Rance du confluent du Liamou au confluent du Tarn;
07315X0002/HY;SAINT-DIZANT-DU-GUA - Les Fontaines Bleues (source);QZ;Saint Dizant du Gua;;Calcaires et calcaires marneux du santonien-campanien BV Charente-Gironde;
05118900;L'Ayroux à St Michel;STQ;Pin;l'Ayroux;L'Ayroux;
05125405;Le Céor à St Just sur Viaur;STQ;Saint Just sur Viaur;Le Céor;Le Céor de sa source au confluent du Viaur;
05080850;La Bassanne au niveau de Pondaurat;STQ;Pondaurat;La Bassanne;La Bassanne;
05197200;Le Majesq à Azur;STQ;Soustons;Courant de Soustons;Le ruisseau de Magescq du confluent du Saunus à l'étang de Soustons;
05035000;La Dronne à St-Front La Rivière;STQ;Saint Front la Rivière;La Dronne;La Dronne du confluent du Manet au confluent de la Côle;
10731X0014/HY;IZAULT-DE-L'HOTEL - Résurgence de la Maure (Grotte);QZ;Izaut de l'Hôtel;;Terrains plissés du BV Garonne secteur hydro o0;
05010985;Le ruisseau de la Motte à St-Fort-sur-le-Né;STQ;Saint Fort sur le Né;Ruisseau de la Motte;Ruisseau de la Motte;
10721X0012/HY;SARANCOLIN - le vivier;QZ;Sarrancolin;;Terrains plissés du BV Garonne secteur hydro o0;
09323X0012/HY;LIVERS-CAZELLES - Puits de Souel;QZ;Livers Cazelles;;Molasses du bassin de l'Aveyron;
05099980;Le Lot à Banassac;STQ;Banassac Canilhac;Le Lot;Le Lot du confluent du Bramont au confluent du Doulou;
09586X0008/F;GRAULHET - Forage de l'usine KP1;QZ;Graulhet;;sables, calcaires et dolomies de l'éocène-paléocène captif sud AG;
10293X0036/P4;ARBUS - P4;QZ;Arbus;;Alluvions du gave de Pau;
05119120;La Larone à Les Barthes;STQ;Barthes;Ruisseau de Larone;Ruisseau de Larone;
05141700;Ruisseau de Jeansault à Gaillac;STQ;Gaillac;Ruisseau de Jeansault;Ruisseau de Jeansault;
O6825003;Barrage du Lizet;STQL;Montesquiou;;Barrage du Lizet;
05038020;La Beauronne à beauronne;STQ;Beauronne;La Beauronne;La Beauronne;
05199800;La Nive en amont du Bastan à Bidarray;STQ;Bidarray;La Nive;La Nive du confluent de la Nive des Aldudes au confluent du Latsa;
05153980;La Gimone à Villefranche;STQ;Villefranche;La Gimone;La Gimone du barrage de Lunax au confluent de la Marcaoue;
05128050;Le Tantayrou en amont de Lapanouse;STQ;Sévérac d'Aveyron;Ruisseau de Tantayrou;;
05089500;Le Lot à Bouziès;STQ;Bouziès;Le Lot;Le Lot du confluent du Célé au confluent de la Lémance;
Y1355023;Barrage de l'Alzeau;STQL;Arfons;;Retenue de la Galaube ou de l'Alzeau;
07083X0043/S3F0;TRIAC-LAUTRAIT - Prairie de Triac;QZ;Triac Lautrait;;Calcaires du jurassique supérieur du BV Charente secteurs hydro r0, r1, r2, r3, r5;
05102010;Le Bramont à Balsièges;STQ;Balsièges;Le Bramont;Le Bramont de sa source au confluent du Lot;
09516X0029/F;AURICE - Gnoy (captif);QZ;Aurice;;Calcaires et faluns de l'aquitanien-burdigalien (miocène) captif;
05085550;La Lède à Montflanquin;STQ;Monflanquin;La Lède;La Lède de la commune de Gavaudun au confluent de la Leyze;
05091290;Le Veyre à Quézac;STQ;Quézac;Le Veyre;Le Veyre de sa source au confluent du Célé;
09258X0023/F;Gailleres -Joie Forage Labesque -D11;QZ;Gaillères;;Calcaires et faluns de l'aquitanien-burdigalien (miocène) captif;
05192100;L'Escource en aval de Saint Paul en Born;STQ;Saint Paul en Born;Ruisseau de Belloc;L'Escource de sa source à l'étang d'Aureilhan;
05218980;Le Ruisseau de Bassecq au niveau de Siest;STQ;Siest;Ruisseau de Bassecq;Ruisseau de Bassecq;
05042073;La Roubardie à Meuzac;STQ;Meuzac;Ruisseau de la Roubardie;Ruisseau de la Roubardie;
05086100;Le Lot à Villeneuve-sur-Lot;STQ;Villeneuve sur Lot;Le Lot;Le Lot du confluent de la Lémance au confluent de la Garonne;
05215100;Le Gave de Pau à Assat;STQ;Assat;Gave de Pau;Le Gave de Pau du confluent du Béez au confluent de l'Ousse;
09838A0421/F;BLAGNAC - Forage géothermie;QZ;Blagnac;;sables, calcaires et dolomies de l'éocène-paléocène captif sud AG;
05000150;Le Canal de Broue à Saint Sornin;STQ;Saint Sornin;Chenal de Brouage;Chenal de Brouage;
05091033;Le ruisseau de Goutepeyrouse à Latronquière;STQ;Latronquière;Ruisseau de Goutepeyrouse;Ruisseau de Goutepeyrouse;
05226150;L'Estrigon à Cère;STQ;Cère;Ruisseau de l'Estrigon;Ruisseau de l'Estrigon;
05025690;L'Yvotte au niveau de Courpignac;STQ;Courpignac;l'Yvotte;;
05093550;Le Riou Mort en aval de Viviez;STQ;Viviez;Riou Mort;Le Riou Mort de sa source au confluent du Lot;
05157140;La Seillonne au niveau de Balma;STQ;Balma;La Seillonne;La Seillonne;
05236000;L'Adour à Pouzac;STQ;Pouzac;l'Adour;L'Adour de sa source au confluent de la Douloustre (incluse);
05183940;La Pique au niveau de Bagnères de Luchon;STQ;Bagnères de Luchon;La Pique;La Pique de sa source au confluent de la Neste d'Oô;
05111940;Le ruisseau Labourdasse à Brax;STQ;Brax;Ruisseau Labourdasse;;
05015250;Le Charraud à Torsac;STQ;Torsac;La Charreau;La Charreau;
05096400;L'Epie au niveau d'Oradour;STQ;Oradour;Ruisseau de l'Epie;L'Epie de sa source au barrage de Sarrans;
05158000;Le Girou à Cépet;STQ;Cépet;Le Girou;Le Girou du confluent de l'Algans au confluent de l'Hers mort;
05108050;La Gèle à Condom;STQ;Condom;La Gèle;La Gèle de sa source au confluent de la Baise;
05001500;La Charente en amont de Rochefort;STQ;Rochefort;La Charente;Estuaire Charente;
05025740;Le ruisseau des Marguerites à Tauriac;STQ;Tauriac;Ruisseau des Marguerites;Ruisseau des Marguerites;
05093300;Le Lot à Bouillac;STQ;Bouillac;Le Lot;Le Lot du confluent du Dourdou au confluent de la Diège;
10306X0254/P;BEUSTE - Lassale;QZ;Beuste;;Alluvions du gave de Pau;
07312X0150/F;SAINT-QUANTIN-DE-RANCANNE - Pradelle F2;QZ;Saint Quantin de Rançanne;;Calcaires, grés et sables de l'infra-cénomanien/cénomanien captif nord-quitain;
05155800;La Save à Labastide / Save;STQ;Labastide Savès;La Save;La Save du confluent de l'Aussoue au confluent de la Garonne;
05092200;Le Lot à St-Pierre Toirac;STQ;Balaguier d'Olt;Le Lot;Le Lot du confluent de la Diège au confluent du Célé;
07791X0204/PZEM5;CUSSAC-FORT-MEDOC - Fort Médoc;QZ;Cussac Fort Médoc;;Sables, graviers, galets et calcaires de l'éocène nord AG;
O0115183;Lac d'Orédon;STQL;Aragnouet;;Lac d'Orédon;
05092060;Le Lot à Cénévières;STQ;Cénevières;Le Lot;Le Lot du confluent de la Diège au confluent du Célé;
09586X0006/HY;BUSQUE - FOURES;QZ;Busque;;Molasses du bassin du Tarn;
05095120;Le Ruisseau de Cruou à Marcillac Vallon;STQ;Marcillac Vallon;Ruisseau de Cruou;Ruisseau de Cruou;
05117540;La Barguelonne à Montesquieu;STQ;Montbarla;La Barguelonne;La Barguelonne de sa source au confluent de la Garonne;
09513X0021/GMM1;MONT-DE-MARSAN - GMM1, D37;QZ;Mont de Marsan;;Calcaires de la base du crétacé supérieur captif du sud du bassin aquitain;
05118000;L'Arrats à St-Antoine;STQ;Saint Antoine;l'Arrats;L'Arrats du barrage-réservoir de l'Astarac au confluent de la Garonne;
05055965;Le Ruisseau des Planches à Troche;STQ;Troche;Ruisseau des Planches;Ruisseau des Planches;
07318X0031/PUITS;SAINT-SIMON-DE-BORDES - Pont en Eau;QZ;Saint Simon de Bordes;;Calcaires et sables du turonien coniacien captif nord-aquitain;
05091061;Le ruisseau de Pont de Mol à Fourmagnac;STQ;Fourmagnac;Ruisseau de Pont de Mol;Ruisseau de Pont de Mol;
05229130;Le Ruisseau de la Saule au niveau de Magnan;STQ;Magnan;Ruisseau de la Saule;Ruisseau de la Saule;
05021250;La Tardoire à Roussines;STQ;Roussines;La Tardoire;La Tardoire du confluent de la Colle au confluent des Bonnettes;
P0--5013;Lac de l'Aigle;STQL;Neuvic;;Lac de l'Aigle;
05158141;Le ruisseau de Conné en amont de Verfeil;STQ;Verfeil;Ruisseau de Conné;Ruisseau de Conné;
10345X0265/F;LAVELANET-DE-COMMINGES - Cap Blanc 1;QZ;Lavelanet de Comminges;;Alluvions de la Garonne moyenne et du Tarn aval, la Save, l'Hers mort et le Girou;
05033525;Le Tournevalude au niveau de Villetoureix;STQ;Villetoureix;Le Tournevalude;Le Tournevalude;
05191200;La Leyre à Mios;STQ;Mios;La Grande Leyre;La Leyre du confluent de la petite Leyre au confluent du lacanau (océan);
08553X0004/HY;BLANQUEFORT-SUR-BRIOLANCE - La Sauvetat;QZ;Blanquefort sur Briolance;;Calcaires, grés et sables du crétacé sup basal libre BV Lot;
10033X0067/F;BERENX;QZ;Bérenx;;Alluvions du gave de Pau;
05007400;Le Coran en amont immédiat de St Bris des Bois;STQ;Saint Bris des Bois;Le Coran;Le Coran;
08097X0012/HY;MONTVALENT - ST Georges S51;QZ;Montvalent;;Calcaires des Causses du Quercy BV Dordogne;
07864X0001/HY;AURIAC - Captage de Chadirac 1;QZ;Auriac;;Socle BV Dordogne secteurs hydro p0-p1-p2;
05060400;La Dordogne à Groléjac;STQ;Carsac Aillac;La Dordogne;La Dordogne du confluent du Tournefeuille au confluent de la Vézère;
05068410;Le Vianon au niveau de Lamazière Basse;STQ;Lamazière Basse;Le Vianon;Le Vianon;
05234007;Le Laüs au niveau de Marciac;STQ;Marciac;Le Laüs;Le Laüs;
05091560;Le Rance à Vitrac;STQ;Vitrac;La Rance;La Rance de sa source au confluent du Célé;
05009848;Le ruisseau le lariat au niveau de Léoville;STQ;Léoville;Le Mathelon;;
05214600;Le Lagoin à Assat;STQ;Assat;Bras du Lagoin;Le Lagoin de sa source au confluent du Gave de Pau;
05142150;Le Caussels à Albi;STQ;Albi;Ruisseau de Caussels;Le Caussels de sa source au confluent du Tarn;
05088433;Le Lissourgues à Anglars-Juillac;STQ;Anglars Juillac;Le Lissourgues;Le Lissourgues;
05106400;L'Osse à Miélan;STQ;Miélan;l'Osse;L'Osse;
05232210;Le Lées de Garlin au niveau de Monassut Audiracq;STQ;Monassut Audiracq;Le Lées;Le Lées;
05055920;Le Roseix au niveau de Vars-sur-Roseix;STQ;Vars sur Roseix;Le Roseix;Le Roseix de sa source au confluent de la Loyre;
10356X0043/F;SAVERDUN - La Peyre (puits);QZ;Saverdun;;Alluvions de l'Ariège et affluents;
05237420;Le Basarun Erreka à Saint Jean de Luz (Lieu dit Uhaldenborda);STQ;Saint Jean de Luz;Non nommé;;
09523X0001/HY;ESTANG - La fontaine Sainte;QZ;Estang;;Sables fauves BV Adour région hydro q;
05180550;L'Arac à Biert;STQ;Biert;l'Arac;L'Arac de sa source au confluent du Salat;
05020890;La Tardoire à Rivières;STQ;Rivières;La Tardoire;La Tardoire du confluent des Bonnettes au confluent du Bandiat;
05033700;La Dronne à Valeuil;STQ;Valeuil;La Dronne;La Dronne du confluent de la Côle au confluent de la Lizonne;
05216230;Le Gave de Pau en aval de Lourdes;STQ;Peyrouse;Gave de Pau;Le Gave de Pau du confluent du Nès au lieu-dit Grottes de Bétharram;
08577X0029/HY;CABRERETS - La Pescalerie S?;QZ;Cabrerets;;Calcaires des Causses du Quercy BV Lot;
05108200;La Grande Baïse à St-Jean Poutge;STQ;Biran;La Baise;La Baïse du confluent de la Baïsole au confluent de l'Auloue;
05184900;La Jalle de Castelnau à Moulis en Médoc;STQ;Moulis en Médoc;Jalle de Castelnau;La Jalle de Castelnau de sa source à la Gironde;
05156950;L'Hers mort au niveau de St-Sauveur;STQ;Saint Sauveur;l'Hers;L'Hers Mort du confluent du Marès au confluent de la Garonne;
05131200;Le Dadou au niveau de Peyrières;STQ;Ambres;Le Dadou;Le Dadou du confluent de l'Agros au confluent de l'Agout;
05048010;La Vouludre au niveau de Labouquerie;STQ;Beaumontois en Périgord;La Vouludre;La Vouludre;
05106900;La Gélise au niveau d'Eauze;STQ;Eauze;La Gélise;La Gélise du barrage de Candau au confluent de la Baïse;
07157X0010/F;AIX - Fontaine de Montasserre;QZ;Aix;;Socle BV Dordogne secteurs hydro p0-p1-p2;
05060950;La Borrèze à Souillac;STQ;Souillac;La Borrèze;La Borrèze de sa source au confluent de la Dordogne;
P1--5003;Barrage d'Argentat;STQL;Servières le Château;;Retenue d'Argentat;
07852X0043/HY;Source bellet - brive(19);QZ;Brive la Gaillarde;;;
05131000;L'Agout à St-Sulpice;STQ;Coufouleux;l'Agout;L'Agout du confluent de la Durenque au confluent du Tarn;
05234023;Le Louet au niveau de Bentayou Seree;STQ;Bentayou Sérée;Le Louet;Le Louet;
O1805003;Lac de Mondély;STQL;Bastide de Sérou;;;
07108X0002/F;PIEGUT-PLUVIERS - Patureau;QZ;Piégut Pluviers;;Socle BV Haut Bandiat et Tardoire secteur hydro r1;
05091705;La Ressègue à Mourjou;STQ;Mourjou;La Ressègue;La Ressègue;
05192020;La Petite Leyre au niveau de Luxey;STQ;Luxey;La Petite Leyre;La petite Leyre de sa source au confluent de la Leyre;
06586X0029/PE;ST-HIPPOLYTE - Prise d'eau des Biards (canal de l'Unima ESU);QZ;Saint Hippolyte;;;
05175010;Le ruisseau du Rabé à Lavernose-Lacasse;STQ;Lavernose Lacasse;Ruisseau du Rabé;Ruisseau du Rabé;
09318X0001/F;CASTELNAU-DE-MONTMIRAL - Poudes;QZ;Castelnau de Montmiral;;Molasses du bassin de l'Aveyron;
06832X0016/S;SAINT-VAIZE - La Salle F1;QZ;Saint Vaize;;Calcaires, grés et sables de l'infra-cénomanien/cénomanien captif nord-quitain;
05073800;La Jalle de Blanquefort à Bordeaux;STQ;Bordeaux;La Jalle;La Jalle de Blanquefort du confluent du Bibey à la Gironde;
05069910;La Clidane au niveau de Messeix;STQ;Bourg Lastic;La Clidane;La Clidane de sa source au confluent du Chavanon;
05126040;L'Aveyron à Malpas;STQ;Villefranche de Rouergue;l'Aveyron;L'Aveyron du confluent de l'Alzou de sanvensa au confluent du Viaur;
05203058;Le Gave de Sainte-Engrâce au niveau de Licq Atherey;STQ;Licq Athérey;Gave de Sainte-Engrâce;Le Gave de sainte-Engrâce de sa source au confluent du Saison;
05160000;Le Canal Latéral au droit de Lespinasse;STQ;Lespinasse;Canal Latéral à la Garonne;Canal Latéral à la Garonne;
05046700;Le Seignal au Château Bellevue;STQ;Razac de Saussignac;Le Seignal;Le Seignal;
07548X0234/PZEM4;SAINT ESTEPHE - PZEM 4 Port de la Chapelle;QZ;Saint Estèphe;;Sables, graviers, galets et calcaires de l'éocène nord AG;
05120010;La Lère à Réalville;STQ;Réalville;Rivière la Lère;La Lère du confluent du Cande au confluent de l'Aveyron;
O1105013;Etang de Soulcem;STQL;Auzat;;Étang de Soulcem;
05073100;Le Gua à Ambares et Lagrave;STQ;Ambarès et Lagrave;Le Gua;L'Estey du Gua de sa source à la Gironde;
05117530;La Petite Barguelonne à Montbarla;STQ;Miramont de Quercy;La Petite Barguelonne;La petite Barguelonne de sa source au confluent de la Barguelonne;
09008X0212/F;ALLONS - Largenté;QZ;Allons;;Sables plio-quaternaires du bassin de la Garonne région hydro et terrasses anciennes de la Garonne;
05068080;La Maronne au niveau de St Geniez O Merle;STQ;Saint Geniez ô Merle;La Maronne;La Maronne du barrage d'Enchanet au barrage de Hautefage;
05111530;La Masse de Prayssas;STQ;Frégimont;Masse de Prayssas;La Masse de Prayssas (Rozéri) de sa source au confluent de la Garonne;
05068371;Le Doustre à Champagnac la Noaille;STQ;Champagnac la Noaille;Le Doustre;Le Doustre de sa source au barrage de la Valette;
05006200;La Boutonne dans Chef-Boutonne;STQ;Chef Boutonne;La Boutonne;La Boutonne de sa source au confluent de la Belle;
05211600;La Bayse à Abidos;STQ;Abidos;La Bayse;La Bayse de sa source au confluent du Gave de Pau (inlus);
05127460;La Briane à Rodez;STQ;Monastère;La Briane;La Briane de sa source au confluent de l'Aveyron;
10097X0288/HY;MURET - SOURCE MONTEGUT;QZ;Muret;;Alluvions de la Garonne moyenne et du Tarn aval, la Save, l'Hers mort et le Girou;
05011730;Le Né au Moulin de Lussaud;STQ;Pérignac;Le Né;Le Né;
05234013;L'Arrêt-Darré à Lhez;STQ;Lhez;l'Arrêt-Darré;L'Arrêt-Darré de sa source au barrage de l'Arrêt Darré;
05083587;Le Ruisseau de Loubet à Villebramar;STQ;Villebramar;Ruisseau de Loubet;Ruisseau de Loubet;
05083000;L'Avance à Casteljaloux;STQ;Labastide Castel Amouroux;l'Avance;L'Avance du confluent de la Bretagne au confluent de la Garonne;
08536X0017/F1;MARMANDE - Forage profond N.1 Chem. du Roc;QZ;Marmande;;Calcaires et sables du turonien coniacien captif nord-aquitain;
05130500;Ruisseau de Palmola à Bessières;STQ;Bessières;Ruisseau de Palmola;Ruisseau de Palmola;
10575X0022/HY;CAZAUX - Les Riverots/Les Truffières;QZ;Cazaux;;Terrains plissés BV Ariège secteur hydro o1;
10306X0253/P;BOEIL-BEZING - Angaïs;QZ;Angaïs;;Alluvions du gave de Pau;
05084000;Le Lot à Clairac;STQ;Clairac;Le Lot;Le Lot du confluent de la Lémance au confluent de la Garonne;
